article_url,title,doi,publication_date,author,abstract,archive_url,import_date
https://firstmonday.org/ojs/index.php/fm/article/view/655,Consumers as subcontractors on electronic markets,https://doi.org/10.5210/fm.v4i3.655,1999-03-01,Wilfred Dolfsma," With the Internet, the relation between the consumer and retailers will change dramatically. Customization will mean that retail businesses in electronic markets will need information about the preferences of consumers to alter products competitively. Consumers, in turn, will invest time and energy in establishing relations with certain retailers; retailers will collect and process consumer-derived information easily and cheaply using information technology. The economic literature on transaction costs suggests that, as a result, consumers may become locked into certain relationships with retailers. Consumers may ultimately become dependent subcontractors to retailers.",https://firstmonday.org/ojs/index.php/fm/issue/view/103,2025-01-21 14:24:22
https://firstmonday.org/ojs/index.php/fm/article/view/656,Technology and education: Between chaos and order,https://doi.org/10.5210/fm.v4i3.656,1999-03-01,Mohammad Khalid Hamza," More than any period in recorded history, today's heterogeneity of emergent technology has transformed daily life, particularly the lives of the many fascinated by it. The American educational system and its sense of direction have not been spared from the chaos and distress that accompanies this unprecedented era. Many educators await the promise of technology's power to improve the educational system. The purpose of this paper is not to validate the pros or cons of technology, but to explore current issues facing the American educational system and to better use technologies in a productive and a creative manner. This article explores contemporary issues of technology in education, investigating its impact upon the American educational system, and examining the nature of its unprecedented relationship to the posthaste changes of the information age. This article also suggests systematic procedures that may be used to assess the needs of an institution's educational information system (EIS), and the dimension of building creative educational climate to better meet instructional goals and to sustain the continual needs of a quality educational system.",https://firstmonday.org/ojs/index.php/fm/issue/view/103,2025-01-21 14:24:25
https://firstmonday.org/ojs/index.php/fm/article/view/653,Policy and participation on the Canadian information highway,https://doi.org/10.5210/fm.v4i3.653,1999-03-01,William F. Birdsall," The debate over universal access is focused on too narrow a concept by all sides of the argument. Furthermore, this debate continues to be an exclusive one dominated by special interest groups operating in a legalistic regulatory process. As an alternative, this paper proposes that the issue of universal access be addressed in the broader conceptual framework of the right to communicate. As well, the policy debate should be moved to the political arena through an initiative to incorporate the right to communicate in the Canadian Charter of Rights and Freedoms.",https://firstmonday.org/ojs/index.php/fm/issue/view/103,2025-01-21 14:24:17
https://firstmonday.org/ojs/index.php/fm/article/view/654,DNS: A short history and a short future,https://doi.org/10.5210/fm.v4i3.654,1999-03-01,Ted Byfield," This paper examines some of the basic premises that typify the rhetoric of the DNS debates. It challenges the assumption that these problems are new; instead, they reiterate the text-to-number mapping problems that plagued the national and international integration of telephony systems. The later telephonic transitions were marked by an interplay between the phasing-out of telephonic addressing systems and marketing innovations. DNS is faced with an analogous problem: DNS policies inflexibly founded on past conditions have conspired with marketing forces to create an illusory scarcity of domain names. The easy correspondence between domain names and names used in other spheres of life, a correspondence that business interests demand, is untenable; and reforms geared toward facilitating such a situation are undesirable. Newer techniques that offer even higher levels of abstraction than DNS are paving the way practical solutions: domain names will cease to be a primary interface for navigation, and in ways that will facilitate the exploitation of the entire name space.",https://firstmonday.org/ojs/index.php/fm/issue/view/103,2025-01-21 14:24:20
https://firstmonday.org/ojs/index.php/fm/article/view/657,Letters to the Editor,https://doi.org/10.5210/fm.v4i3.657,1999-03-01,Katherine Phelps, None available.,https://firstmonday.org/ojs/index.php/fm/issue/view/103,2025-01-21 14:24:28
https://firstmonday.org/ojs/index.php/fm/article/view/660,The Semiotics of SimCity,https://doi.org/10.5210/fm.v4i4.660,1999-04-05,Ted Friedman," When does a game cease to be a game? Is it when the computer feels like an organic extension of your consciousness or when you may feel like an extension of the computer itself? This paper explores SimCity and its significance as a simulator not only of reality but consciousness. Computer gaming is essentially process of demystification, discovering how software is organized for a certain set of goals and actions.",https://firstmonday.org/ojs/index.php/fm/issue/view/104,2025-01-21 14:24:36
https://firstmonday.org/ojs/index.php/fm/article/view/662,Letters to the Editor,https://doi.org/10.5210/fm.v4i4.662,1999-04-05,Clint Brooks, None available.,https://firstmonday.org/ojs/index.php/fm/issue/view/104,2025-01-21 14:24:41
https://firstmonday.org/ojs/index.php/fm/article/view/659,"Electronic purses, interoperability and the Internet",https://doi.org/10.5210/fm.v4i4.659,1999-04-05,Leo VanHove," These last few months the move toward the standardization of electronic purses has gained considerable momentum. Card issuers and newspapers present this move as crucial for crossborder transactions, and especially urgent for the Euro-zone. Starting from the network externalities theory, I argue that interoperability is more important for electronic commerce over the Internet than for real-world cross-border transactions.",https://firstmonday.org/ojs/index.php/fm/issue/view/104,2025-01-21 14:24:33
https://firstmonday.org/ojs/index.php/fm/article/view/658,Arguments for Recalling WIPO RFC3,https://doi.org/10.5210/fm.v4i4.658,1999-04-05,Ed Gerck," The Internet Domain Name System (DNS) allows a user to associate a name with a resource on the Internet, such as a machine, an electronic mail address, or a Web site. Trademarks exist in another, more traditional, name system which permits a customer to associate a product name with an enterprise, the mark owner. This paper argues that DNS names are intersubjective and never objective, while trademarks are objective and may also be intersubjective. These basic differences between a DNS name and a trademark name were however fully ignored by the World Intellectual Property Organization (WIPO) report RFC3, which seeks to regulate worldwide Internet domain names in purely objective terms. This paper further demonstrates that conflicts between the two naming systems exist in the intersubjective arena but are less than 0.04% for a typical well-known mark in a period of nine months. These results suggest that WIPO's RFC3 is basically flawed in motivation, qualification, and method, so that it should be recalled in totum. Its application would more probably cause more difficulties to Internet users and trademark owners than the few confusing cases it may avoid. A solution to these problems may be found in digital identity certification or at least origin authentication. ""Business server certificates"" - based on cryptographic challenge-response - can concretely define an objective business identifier on the Internet and can be used to support trademark requirements. Other issues such as cybersquatting, anonymity in DNS registration and tracing and stopping trademark-infringement sites are also treated in this paper.",https://firstmonday.org/ojs/index.php/fm/issue/view/104,2025-01-21 14:24:31
https://firstmonday.org/ojs/index.php/fm/article/view/661,"Scholarly publishing, peer review and the Internet",https://doi.org/10.5210/fm.v4i4.661,1999-04-05,Peter Roberts," The Internet is arguably one of the most significant technological developments of the late 20th century. From its modest beginnings some decades ago - where the use of networked computers was largely limited to to a select group of technical specialists in research institutions, the military and government - to the present situation, with a complex global grid of more than 50 million users, the Internet has become an increasingly important medium of communication in a variety of public and private spheres. In the international academic community the arrival of the Internet has received a mixed reception, with responses ranging from unbridled enthusiasm to outright hostility. My preferred stance is one of cautious optimism. This paper addresses one domain of academic activity where I believe such a stance might be appropriate, namely, scholarly publishing. A number of different forms of writing in cyberspace are identified, and some of the arguments in favour of moving from print-based publishing to electronic environments are assessed. The paper reinforces the need for rigorous systems of peer review in scholarly work, and considers possible futures for serials in cyberspace.",https://firstmonday.org/ojs/index.php/fm/issue/view/104,2025-01-21 14:24:39
https://firstmonday.org/ojs/index.php/fm/article/view/672,Information Ecologies: Using Technology with Heart - Chapter Four: Information Ecologies,https://doi.org/10.5210/fm.v4i5.672,1999-05-03,Bonnie Nardi, None available,https://firstmonday.org/ojs/index.php/fm/issue/view/106,2025-01-21 14:24:54
https://firstmonday.org/ojs/index.php/fm/article/view/669,Information Ecologies: Using Technology with Heart - Preface,https://doi.org/10.5210/fm.v4i5.669,1999-05-03,Bonnie Nardi," The common rhetoric about technology falls into two extreme categories: uncritical acceptance or blanket rejection. These two positions leave us with poor choices for action. They encourage us to accept as inevitable whatever technological changes come along. Claiming a middle ground, these chapters from the book Information Ecologies (Cambridge, Mass.: MIT Press, 1999) call for responsible, informed engagement with technology in local settings, or information ecologies. An information ecology is a system of people, practices, technologies, and values in a local environment. Like their biological counterparts, information ecologies are diverse, continually evolving, and complex.",https://firstmonday.org/ojs/index.php/fm/issue/view/106,2025-01-21 14:24:46
https://firstmonday.org/ojs/index.php/fm/article/view/670,Information Ecologies: Using Technology with Heart - Chapter One: Rotwang the Inventor,https://doi.org/10.5210/fm.v4i5.670,1999-05-03,Bonnie Nardi, None Available,https://firstmonday.org/ojs/index.php/fm/issue/view/106,2025-01-21 14:24:49
https://firstmonday.org/ojs/index.php/fm/article/view/668,Information Ecologies: Using Technology with Heart - Table of Contents,https://doi.org/10.5210/fm.v4i5.668,1999-05-03,Bonnie Nardi," The common rhetoric about technology falls into two extreme categories: uncritical acceptance or blanket rejection. These two positions leave us with poor choices for action. They encourage us to accept as inevitable whatever technological changes come along. Claiming a middle ground, these chapters from the book Information Ecologies (Cambridge, Mass.: MIT Press, 1999) call for responsible, informed engagement with technology in local settings, or information ecologies. An information ecology is a system of people, practices, technologies, and values in a local environment. Like their biological counterparts, information ecologies are diverse, continually evolving, and complex.",https://firstmonday.org/ojs/index.php/fm/issue/view/106,2025-01-21 14:24:44
https://firstmonday.org/ojs/index.php/fm/article/view/671,Information Ecologies: Using Technology with Heart - Chapter Two: Framing Conversations about Technology,https://doi.org/10.5210/fm.v4i5.671,1999-05-03,Bonnie Nardi, None available,https://firstmonday.org/ojs/index.php/fm/issue/view/106,2025-01-21 14:24:52
https://firstmonday.org/ojs/index.php/fm/article/view/676,The growth of internet telephony: Legal and policy issues,https://doi.org/10.5210/fm.v4i6.676,1999-06-07,Emir A. Mohammed," The growth of Internet Telephony as a potential challenge to regular telephony or the Plain-Old Telephone System (POTS) is an area of academic inquiry long overlooked. This paper critically examines the opposition to Internet telephony with particular emphasis on the 1996 America's Carriers Telecommunication Association (ACTA) petition to the U.S. Federal Communications Commission (FCC), in addition to the European Commission's attitudes towards the matter. The semantic difficulties attached to an understanding of defining what exactly ""Internet Telephony"" means are also addressed.",https://firstmonday.org/ojs/index.php/fm/issue/view/107,2025-01-21 14:25:06
https://firstmonday.org/ojs/index.php/fm/article/view/675,"Intelligent agents, markets and competition: Consumers' interests and functionality of destination sites",https://doi.org/10.5210/fm.v4i6.675,1999-06-07,Kees Jonkheer," Intelligent agents are first and foremost tools which can be applied in numerous and different ways. However, Intelligent agents, in the true sense of attributed functions such as autonomy and pro-activity, do not yet exist. There are agent-like applications like Web crawlers and search engines which sometimes include collaborative filtering; in spite of these advances a software entity that combines all of these functions into an intelligent agent has yet to be developed. Still, it is only a matter of time when intelligent agents will play a decisive role in the electronic marketplace and therefore in competition. This paper explores the boundaries of what might happen in markets when intelligent agents are introduced and used by market participants. It discusses existing commercial agent-like applications and treats models on how different functions of agents could affect different market stages. Two types of markets - travel and bookselling - are examined, focusing on consumers' interests and the functionality of destination sites.",https://firstmonday.org/ojs/index.php/fm/issue/view/107,2025-01-21 14:25:03
https://firstmonday.org/ojs/index.php/fm/article/view/674,"Declarations, independence, and text in the information age",https://doi.org/10.5210/fm.v4i6.674,1999-06-07,Richard J. Cox," The World Wide Web has presented new opportunities for the creation and dissemination of documents, especially in providing a greater power to citizens to proclaim opinions and to call for actions. There have been, of course, such documents before the Web. The Declaration of Independence was made all the more powerful, for example, because of the power of print to multiply copies and to support public readings of it as the American colonies took up arms against England. Renewed interest in the preservation of the original manuscript of the Declaration provides an opportunity to compare how, in the emerging Knowledge Age, we should consider documents and their text as well as to question what records professionals such as archivists should see as their priorities. Can we, from this time on, conceive of textual preservation in the same manner? Can we even have the same sense of primary or sacred documents as we have in the past? At the least, can we exhibit or use older documents in the same fashion as we did prior to the advent of the Web?",https://firstmonday.org/ojs/index.php/fm/issue/view/107,2025-01-21 14:25:00
https://firstmonday.org/ojs/index.php/fm/article/view/673,The street performer protocol and digital copyrights,https://doi.org/10.5210/fm.v4i6.673,1999-06-07,John Kelsey," We introduce the Street Performer Protocol, an electronic-commerce mechanism to facilitate the private financing of public works. Using this protocol, people would place donations in escrow, to be released to an author in the event that the promised work be put in the public domain. This protocol has the potential to fund alternative or ""marginal"" works.",https://firstmonday.org/ojs/index.php/fm/issue/view/107,2025-01-21 14:24:58
https://firstmonday.org/ojs/index.php/fm/article/view/678,First Monday Letters.,https://doi.org/10.5210/fm.v4i6.678,1999-06-07,Claire Jones, None available.,https://firstmonday.org/ojs/index.php/fm/issue/view/107,2025-01-21 14:25:11
https://firstmonday.org/ojs/index.php/fm/article/view/677,Web mining technology and academic librarianship: Human-machine connections for the twenty-first century,https://doi.org/10.5210/fm.v4i6.677,1999-06-07,May Y. Chau," John Naisbitt predicted in his book Megatrends (1980) that high technology would bring the need for ""high human touch."" This prediction is reflected in today's information-intense world. Due to the rapid development of technology, the library profession faces an uncertain future. Library professionals must use insight to identify technology's potential to benefit the academic library's role in the twenty-first century. This paper focuses on the human-machine connection between academic librarians and Web mining technology with respect to electronic reference service. The connection is featured in processes of: (a) identifying problems of electronic reference service; (b) selecting a technology to solve the problem; and, (c) envisioning the potential of the selected technology for librarianship. Scenarios address pertinent questions, including: (a) What role should librarians play to facilitate implementation of a technology? and, (b) What opportunities do technology offer to the profession in return?",https://firstmonday.org/ojs/index.php/fm/issue/view/107,2025-01-21 14:25:08
https://firstmonday.org/ojs/index.php/fm/article/view/683,First Monday Interviews: David Chaum,https://doi.org/10.5210/fm.v4i7.683,1999-07-05,Jens-Ingo Brodesser, None available.,https://firstmonday.org/ojs/index.php/fm/issue/view/108,2025-01-21 14:25:24
https://firstmonday.org/ojs/index.php/fm/article/view/682,"Letter from San Jose: The Internet Global Summit, June 1999",https://doi.org/10.5210/fm.v4i7.682,1999-07-05,Steve Cisler, None Available,https://firstmonday.org/ojs/index.php/fm/issue/view/108,2025-01-21 14:25:21
https://firstmonday.org/ojs/index.php/fm/article/view/679,The virtual agora: Online ethical dialogues and Professional communities,https://doi.org/10.5210/fm.v4i7.679,1999-07-05,Alan Tidwell," The Greek agora, or market place, was where citizens met to discuss and debate topics of importance. The agora has been resurrected in electronic form, giving voice to many. Like the agora of old this largely unmediated forum provides important new avenues for debate. Examined here is the use of World Wide Web technology in fostering and sustaining ethical debates within and between professional communities.",https://firstmonday.org/ojs/index.php/fm/issue/view/108,2025-01-21 14:25:14
https://firstmonday.org/ojs/index.php/fm/article/view/680,"Declarations, independence, and text in the information age",https://doi.org/10.5210/fm.v4i7.680,1999-07-05,John E. Psarras," Within the last decade many projects have been implemented in order to provide Technical Assistance (TA) to countries, which have initiated their transition from centrally planned to market economies (such as some countries in Eastern Europe). The pace and the degree of success of this transition, which these economies and - most important - their societies are undergoing, will certainly have an impact on the global economy, politics, social security, democracy and peace.	Monitoring and evaluation (M and E) exercises assist these TA projects in achieving their objectives, by providing management with information on the projects' implementation, so that structured decisions can be taken, if and when needed. In this framework, it became obvious that an overall M and E database system was needed.	An Integrated Monitoring and Evaluation System (IMES) was developed for the needs of the European Commission (DG1A).Its main objective was to improve management reporting, by extracting relevant information on the performance of projects from various monitoring and evaluation reports and by producing overall statistics at NIS (New Independent States) level.",https://firstmonday.org/ojs/index.php/fm/issue/view/108,2025-01-21 14:25:16
https://firstmonday.org/ojs/index.php/fm/article/view/681,Digital diploma mills: A dissenting voice,https://doi.org/10.5210/fm.v4i7.681,1999-07-05,Kees Jonkheer," Professor David Noble's series of three papers, which appeared in 1997-98 under the uniform title, Digital Diploma Mills, has provoked widespread debate and controversy. Noble contends that technology in general, and Internet/Web-based technologies in particular, are instruments of social control that neither faculty nor students want. Noble is leading the battle to wrestle technology from the grips of conniving university administrators and greedy corporate CEOs. Is Dr. Noble right? Partly. While I support his defense of faculty rights, I challenge his biased and ill-informed opinions about distributed learning technologies and I worry that he may be alienating potential faculty and student allies. Professor Noble seems convinced the battle is won. In my view, the victory parade is premature.",https://firstmonday.org/ojs/index.php/fm/issue/view/108,2025-01-21 14:25:19
https://firstmonday.org/ojs/index.php/fm/article/view/685,Honest news in the Slashdot decade,https://doi.org/10.5210/fm.v4i8.685,1999-08-02,Matthew Priestley, . From this analysis we derive a model of community news.,https://firstmonday.org/ojs/index.php/fm/issue/view/109,2025-01-21 14:25:29
https://firstmonday.org/ojs/index.php/fm/article/view/686,E-mail and the effect of future developments,https://doi.org/10.5210/fm.v4i8.686,1999-08-02,Eric Williams," E-mail research in organisations has tended to focus on the behaviour of the e-mail sender rather than recipient. A recent study examined the influences acting upon a recipient's interpretation of e-mail messages in an organisation. From this examination study findings and the implications of two developments in e-mail technology, intelligent software agents and integrated messaging, are discussed in this paper.",https://firstmonday.org/ojs/index.php/fm/issue/view/109,2025-01-21 14:25:32
https://firstmonday.org/ojs/index.php/fm/article/view/687,A message from Ilya Prigogine,https://doi.org/10.5210/fm.v4i8.687,1999-08-02,Ilya Prigogine, None Available,https://firstmonday.org/ojs/index.php/fm/issue/view/109,2025-01-21 14:25:35
https://firstmonday.org/ojs/index.php/fm/article/view/684,Anarchism triumphant: Free software and the death of copyright,https://doi.org/10.5210/fm.v4i8.684,1999-08-02,Eben Moglen," The spread of the Linux operating system kernel has directed attention at the free software movement. This paper shows why free software, far from being a marginal participant in the commercial software market, is the vital first step in the withering away of the intellectual property system.",https://firstmonday.org/ojs/index.php/fm/issue/view/109,2025-01-21 14:25:27
https://firstmonday.org/ojs/index.php/fm/article/view/693,Letter from Southeast Asia,https://doi.org/10.5210/fm.v4i9.693,1999-09-06,Steve Cisler, None Available,https://firstmonday.org/ojs/index.php/fm/issue/view/110,2025-01-21 14:25:51
https://firstmonday.org/ojs/index.php/fm/article/view/690,Imagined electronic community: Representations of virtual community in contemporary business discourse,https://doi.org/10.5210/fm.v4i9.690,1999-09-06,Chris Werry," In contemporary business texts corporate sponsored online communities are described as central to the commercial development of the Internet. This paper presents a history of how online community has been represented in models of Internet commerce. It critically examines the arguments, narratives and rhetorical strategies drawn on within business texts to represent online community. The paper discusses why academics have an interest in involving themselves in helping organize alternative models of online community formation in the context of moves to corporatize and commodify higher education.",https://firstmonday.org/ojs/index.php/fm/issue/view/110,2025-01-21 14:25:43
https://firstmonday.org/ojs/index.php/fm/article/view/688,The visible problems of the invisible computer: A skeptical look at information appliances,https://doi.org/10.5210/fm.v4i9.688,1999-09-06,Andrew Odlyzko," The future is said to belong to information appliances, specialized and easy to use devices that will have the car tell the coffee pot to brew a cup of coffee just in time for our arrival home. These gadgets are supposed to eliminate the complexity and resulting frustrations of the PC. The thesis of this essay is that while information appliances will proliferate, they will not lessen the perception of an exasperating electronic environment. The interaction of the coffee pot, the car, the smart fridge, and the networked camera will create a new layer of complexity. In the rush towards the digital era, we will continue to live right on the edge of intolerable frustration.	The paradox of information appliances is that while they are presented as products for a mature market, their main effect will be to unleash a tidal wave of innovation. When technology changes rapidly, greater ease of use serves to attract more users and developers, creating new frustrations. The most we can do is ameliorate the spread of the information appliance products and services. To do this, it appears necessary to recognize that flexibility and ease of use are in an unavoidable conflict, and that the optimal balance between those two factors differs among users. Therefore systems should be designed to have degrees of flexibility that can be customized for different people. It will also be essential to provide for remote administration of home computing and networking.",https://firstmonday.org/ojs/index.php/fm/issue/view/110,2025-01-21 14:25:38
https://firstmonday.org/ojs/index.php/fm/article/view/689,"Mapping the musical commons: Digitization, simulation, speculation",https://doi.org/10.5210/fm.v4i9.689,1999-09-06,Josef Progler," This essay is a speculation on how recent digitization and simulation technologies are providing a means of mapping cultural processes that may contribute to new ways of enclosing the musical commons. Three broad, shifting, and interwoven themes permeate this speculation: contested concepts of ownership between a disorganized and reorganized capitalism; blurred distinctions between cultural products and human processes; living beings between the convergence of technologies for mapping and simulation. By outlining a potential paradigm shift in how people understand music, the essay suggests some new directions for ownership and control of primary cultural resources, especially with respect to embodied and simulated musical processes.",https://firstmonday.org/ojs/index.php/fm/issue/view/110,2025-01-21 14:25:41
https://firstmonday.org/ojs/index.php/fm/article/view/691,Data management: The foundation for Web development in the retail and service industries,https://doi.org/10.5210/fm.v4i9.691,1999-09-06,Susan M. Chard," The emerging knowledge society will be based on the trading of information. To achieve this we must collect data and collate information then use it intelligently to create knowledge. The Internet is potentially a huge warehouse of data. This volume of data is changing and growing at an exponential rate and should be stored and managed by database management systems. The accurate maintenance of the data is of utmost importance and cannot be left to uncontrolled processes. The means of extracting and delivering the information from this warehouse of data must be automatons, not people, as people cannot move at the speed of bits.	Managing the data content of a commercial Web site is a major undertaking. Expanding a Web site to personalize the content provided to individual visitors, thus creating unique individual interactions, has been frustratingly elusive. Web site developers must use database technology to manage both the site content and the client information to enable profitable global scale retail and service activities. Web databases have the potential to deliver personalized content to each individual in response to the individual's Web interactions. To achieve this the individuals Web interactions must be recorded over time using database management systems. Web automatons will be required to vary the content delivered according to these interactions.",https://firstmonday.org/ojs/index.php/fm/issue/view/110,2025-01-21 14:25:46
https://firstmonday.org/ojs/index.php/fm/article/view/692,E-mail and potential loss to future archives and scholarship: The dog that didn't bark,https://doi.org/10.5210/fm.v4i9.692,1999-09-06,Susan S. Lukesh," A pattern has emerged in starting presentations on the preservation of electronic materials: Disaster! In 1975, the U.S. Census Bureau discovered that only two computers on earth can still read the 1960 census. The computerized index to a million Vietnam War records was entered on a hybrid motion picture film carrier that cannot be read. The bulk of the National Aeronautics and Space Administration's research since 1958 is threatened because of poor storage. These tales are akin to Jorge Luis Borges's short story in which the knowledge of the world is concentrated in one mammoth computer - and the key is lost.	The essential question for the Information Age may well be how to save the electronic memory (Stielow: 333).",https://firstmonday.org/ojs/index.php/fm/issue/view/110,2025-01-21 14:25:49
https://firstmonday.org/ojs/index.php/fm/article/view/697,Letter from Nevada: Desert rituals,https://doi.org/10.5210/fm.v4i10.697,1999-10-04,Steve Cisler, None Available,https://firstmonday.org/ojs/index.php/fm/issue/view/111,2025-01-21 14:26:02
